text,emotion
feel grumpy yoga ed day,hate
go work feeling low ill feel worse nothing thinking e,sadness
ended feeling confused wrote email bn,worry
mommy feel naughty usually gotten dark outside,happiness
ok let promising yelp review pizza ok tasting small able eat half almost  buck want leftover pizza mellow mushroom pizza much bigger flavorful price beer expensive  buck budweiser service organized small place someone mentioned know place supposed cream parlor pizza bar true odd nice decor quaint likely go mellow mushroom instead,neutral
feel politics shocked going realm though think time important considering everything going world stage usa,surprise
penguin name charlotte classic unfortunately go earlier original place closed opportunity go current ownership cannot compare used say currently decent burger joint best area still offer solid burger experience  place look like real dive inside food ambiance least book menu bit confusing since one website one give restaurant saw something liked online figure new name listed restaurant menu huge deal least could keep website updated surprised see offered stewart root beersomething since leaving new york almost two year ago got bottle delicious soda  enjoyed sipping awaiting arrival burger  ordered adelie burger  scrumptious basic carolina southern burger topped chili cole slaw burger decent size delicious chili good chili slaw crisp tangy bringing variety flavor overall burger sweet potato fry side pretty dang good  wife ordered king penguin  simply sucker pimento cheese fried pickle really enjoyed burger tried bit healthier ordered cole slaw side rather fry stop stealing healthy portion mine  standalone point view comparing glory day penguin decent place grab burger best burger around still solid joint fact menu date actually offer cold drafty interior definitely take point away would go back area living huntersville bit hike u bad daddy serving better burger less five minute away doubt return,neutral
know writer often urged blog book find feeling shy work,worry
place okay food okay ordered turkey avocado sandwich sourdough bread toasted slathered butter greasy needed wet wipe clean hand also forgot put avocado sandwich also ordered side salad side tasty best paetc meal also ordered fried zucchini okay breading tasted like breading mozzarella stick care husband ordered cubano sandwich extremely salty okay rge price dinner could streak dinner,neutral
feel strongly supporting school teacher,fun
feel like hiding prevent others exposure decidedly unpleasant expression anti christmas cheer bah humbug like call,sadness
walked better understanding going experiment also feeling little stunned one equation describe,surprise
would feel empty,sadness
also ask another day next two week argh feel rude,hate
feel important spend time family embark new endeavor educational career,fun
clean appetizing varied menu tried coffee last time found mild donut style coffee bold coffee drinker time asked cup bold bold really ok gave  try moving walk morning walk  starbucks another lite coffee place bagel deli place  full breakfast restaurant walk well loss mine,neutral
feel peaceful even though think visible yet trying give less importance thing usually bother like problem organisation school instance focus trying happy content small thing,fun
